"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","CONDIZIONE_DICH","Condizione e posizione nella professione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2012","2012",40.6,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2013","2013",40.7,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2014","2014",39.1,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2015","2015",40.9,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2016","2016",40.4,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2017","2017",39.9,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2018","2018",37.4,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2019","2019",35.9,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2020","2020",35.8,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","99","totale","2010","2010",11136,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","99","totale","2011","2011",10755,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","99","totale","2012","2012",10245,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","99","totale","2013","2013",10777,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","99","totale","2014","2014",12065,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","99","totale","2015","2015",10383,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","99","totale","2016","2016",10269,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","99","totale","2017","2017",10261,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","99","totale","2018","2018",10906,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","99","totale","2019","2019",12447,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","99","totale","2020","2020",12078,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1","occupato","2010","2010",999,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1","occupato","2011","2011",999,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1","occupato","2012","2012",962,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1","occupato","2013","2013",1108,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1","occupato","2014","2014",1003,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1","occupato","2015","2015",976,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1","occupato","2016","2016",945,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1","occupato","2017","2017",928,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1","occupato","2018","2018",1002,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1","occupato","2019","2019",870,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1","occupato","2020","2020",658,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","4","casalinga-o","2010","2010",2994,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","4","casalinga-o","2011","2011",3296,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","4","casalinga-o","2012","2012",3123,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","4","casalinga-o","2013","2013",3172,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","4","casalinga-o","2014","2014",2970,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","4","casalinga-o","2015","2015",3129,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","4","casalinga-o","2016","2016",3091,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","4","casalinga-o","2017","2017",2953,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","4","casalinga-o","2018","2018",2786,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","4","casalinga-o","2019","2019",2753,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","4","casalinga-o","2020","2020",2716,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","3","in cerca di prima occupazione","2010","2010",105,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","3","in cerca di prima occupazione","2011","2011",83,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","3","in cerca di prima occupazione","2012","2012",111,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","3","in cerca di prima occupazione","2013","2013",118,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","3","in cerca di prima occupazione","2014","2014",110,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","3","in cerca di prima occupazione","2015","2015",116,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","3","in cerca di prima occupazione","2016","2016",74,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","3","in cerca di prima occupazione","2017","2017",95,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","3","in cerca di prima occupazione","2018","2018",89,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","3","in cerca di prima occupazione","2019","2019",115,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","3","in cerca di prima occupazione","2020","2020",87,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2","femmine","6","ritirato-a dal lavoro","2010","2010",17.9,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2","femmine","6","ritirato-a dal lavoro","2011","2011",18.9,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2","femmine","6","ritirato-a dal lavoro","2012","2012",17.9,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2","femmine","6","ritirato-a dal lavoro","2013","2013",18.8,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2","femmine","6","ritirato-a dal lavoro","2014","2014",17.2,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2","femmine","6","ritirato-a dal lavoro","2015","2015",18.4,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2","femmine","6","ritirato-a dal lavoro","2016","2016",18.6,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2","femmine","6","ritirato-a dal lavoro","2017","2017",18.7,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2","femmine","6","ritirato-a dal lavoro","2018","2018",16.8,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2","femmine","6","ritirato-a dal lavoro","2019","2019",14.1,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2","femmine","6","ritirato-a dal lavoro","2020","2020",14.1,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2010","2010",35.1,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2011","2011",36,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2012","2012",36.4,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2013","2013",36.1,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2014","2014",39,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2015","2015",36.6,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2016","2016",37.1,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2017","2017",36.2,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2018","2018",34,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2019","2019",34.6,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2020","2020",35.6,,
"15_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2010","2010",10.1,,
"15_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2011","2011",10.2,,
"15_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2012","2012",9.8,,
"15_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2013","2013",10,,
"15_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2014","2014",9.9,,
"15_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2015","2015",9.9,,
"15_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2016","2016",9.3,,
"15_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2017","2017",9.2,,
"15_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2018","2018",8.9,,
"15_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2019","2019",7,,
"15_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2020","2020",6.3,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","1","occupato","2010","2010",3327,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","1","occupato","2011","2011",3180,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","1","occupato","2012","2012",3151,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","1","occupato","2013","2013",3110,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","1","occupato","2014","2014",3385,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","1","occupato","2015","2015",3001,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","1","occupato","2016","2016",3067,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","1","occupato","2017","2017",3089,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","1","occupato","2018","2018",3315,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","1","occupato","2019","2019",3712,,
"15_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","1","occupato","2020","2020",3410,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","99","totale","2010","2010",3034,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","99","totale","2011","2011",3131,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","99","totale","2012","2012",3056,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","99","totale","2013","2013",3090,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","99","totale","2014","2014",3051,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","99","totale","2015","2015",3133,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","99","totale","2016","2016",2816,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","99","totale","2017","2017",2946,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","99","totale","2018","2018",2916,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","99","totale","2019","2019",2485,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","1","maschi","99","totale","2020","2020",2243,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","4","casalinga-o","2010","2010",1692,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","4","casalinga-o","2011","2011",1779,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","4","casalinga-o","2012","2012",1689,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","4","casalinga-o","2013","2013",1708,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","4","casalinga-o","2014","2014",1497,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","4","casalinga-o","2015","2015",1695,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","4","casalinga-o","2016","2016",1527,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","4","casalinga-o","2017","2017",1586,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","4","casalinga-o","2018","2018",1518,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","4","casalinga-o","2019","2019",1417,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","4","casalinga-o","2020","2020",1322,,
"15_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","1","occupato","2010","2010",3358,,
"15_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","1","occupato","2011","2011",3138,,
"15_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","1","occupato","2012","2012",3391,,
"15_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","1","occupato","2013","2013",3160,,
"15_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","1","occupato","2014","2014",3394,,
"15_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","1","occupato","2015","2015",3234,,
"15_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","1","occupato","2016","2016",3378,,
"15_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","1","occupato","2017","2017",3528,,
"15_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","1","occupato","2018","2018",3998,,
"15_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","1","occupato","2019","2019",4129,,
"15_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","1","occupato","2020","2020",3982,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","3","in cerca di prima occupazione","2010","2010",35.4,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","3","in cerca di prima occupazione","2011","2011",33.1,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","3","in cerca di prima occupazione","2012","2012",34.4,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","3","in cerca di prima occupazione","2013","2013",35.7,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","3","in cerca di prima occupazione","2014","2014",39,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","3","in cerca di prima occupazione","2015","2015",32.3,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","3","in cerca di prima occupazione","2016","2016",33.1,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","3","in cerca di prima occupazione","2017","2017",34.1,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","3","in cerca di prima occupazione","2018","2018",37.1,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","3","in cerca di prima occupazione","2019","2019",36.9,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","3","in cerca di prima occupazione","2020","2020",37.9,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","7","in altra condizione","2010","2010",190,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","7","in altra condizione","2011","2011",180,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","7","in altra condizione","2012","2012",166,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","7","in altra condizione","2013","2013",185,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","7","in altra condizione","2014","2014",124,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","7","in altra condizione","2015","2015",163,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","7","in altra condizione","2016","2016",128,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","7","in altra condizione","2017","2017",169,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","7","in altra condizione","2018","2018",110,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","7","in altra condizione","2019","2019",118,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","7","in altra condizione","2020","2020",132,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2010","2010",69.4,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2011","2011",71,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2012","2012",73.3,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2013","2013",73.3,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2014","2014",67.7,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2015","2015",70.6,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2016","2016",75.2,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2017","2017",71.8,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2018","2018",72.5,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2019","2019",69.3,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2020","2020",73.1,,
